framework,version,device,op_name,kernel_source,phase,batch_size,seq_len,num_tokens,d_model,d_conv,num_k_heads,head_k_dim,num_v_heads,head_v_dim,model_name,latency
SGLang,0.5.10,NVIDIA L40S,gdn,causal_conv1d_update,generation,2,1,2,2560,4,16,128,32,128,Qwen/Qwen3.5-4B,0.0066431999206542965
SGLang,0.5.10,NVIDIA L40S,gdn,causal_conv1d_update,generation,2,1,2,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.006473600119352341
SGLang,0.5.10,NVIDIA L40S,gdn,fused_recurrent_gated_delta_rule,generation,2,1,2,1024,4,16,128,16,128,Qwen/Qwen3.5-0.8B,0.006204799935221672
SGLang,0.5.10,NVIDIA L40S,gdn,causal_conv1d_update,generation,4,1,4,1024,4,16,128,16,128,Qwen/Qwen3.5-0.8B,0.00631679967045784
SGLang,0.5.10,NVIDIA L40S,gdn,fused_recurrent_gated_delta_rule,generation,2,1,2,2048,4,16,128,16,128,Qwen/Qwen3.5-2B,0.006595200300216675
SGLang,0.5.10,NVIDIA L40S,gdn,fused_recurrent_gated_delta_rule,generation,2,1,2,2560,4,16,128,32,128,Qwen/Qwen3.5-4B,0.0065600000321865085
SGLang,0.5.10,NVIDIA L40S,gdn,fused_recurrent_gated_delta_rule,generation,2,1,2,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.006499200314283371
SGLang,0.5.10,NVIDIA L40S,gdn,causal_conv1d_update,generation,4,1,4,2048,4,16,128,16,128,Qwen/Qwen3.5-2B,0.006812799721956253
SGLang,0.5.10,NVIDIA L40S,gdn,causal_conv1d_update,generation,4,1,4,2560,4,16,128,32,128,Qwen/Qwen3.5-4B,0.006588800251483918
SGLang,0.5.10,NVIDIA L40S,gdn,causal_conv1d_update,generation,4,1,4,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.0065600000321865085
SGLang,0.5.10,NVIDIA L40S,gdn,fused_recurrent_gated_delta_rule,generation,4,1,4,1024,4,16,128,16,128,Qwen/Qwen3.5-0.8B,0.006326399743556976
SGLang,0.5.10,NVIDIA L40S,gdn,causal_conv1d_update,generation,8,1,8,1024,4,16,128,16,128,Qwen/Qwen3.5-0.8B,0.00631679967045784
SGLang,0.5.10,NVIDIA L40S,gdn,fused_recurrent_gated_delta_rule,generation,4,1,4,2048,4,16,128,16,128,Qwen/Qwen3.5-2B,0.006649599969387054
SGLang,0.5.10,NVIDIA L40S,gdn,fused_recurrent_gated_delta_rule,generation,4,1,4,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.006860800087451935
SGLang,0.5.10,NVIDIA L40S,gdn,fused_recurrent_gated_delta_rule,generation,4,1,4,2560,4,16,128,32,128,Qwen/Qwen3.5-4B,0.006892800331115723
SGLang,0.5.10,NVIDIA L40S,gdn,causal_conv1d_update,generation,8,1,8,2048,4,16,128,16,128,Qwen/Qwen3.5-2B,0.006579200178384781
SGLang,0.5.10,NVIDIA L40S,gdn,causal_conv1d_update,generation,8,1,8,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.006534399837255478
SGLang,0.5.10,NVIDIA L40S,gdn,causal_conv1d_update,generation,8,1,8,2560,4,16,128,32,128,Qwen/Qwen3.5-4B,0.006636799871921539
SGLang,0.5.10,NVIDIA L40S,gdn,fused_recurrent_gated_delta_rule,generation,8,1,8,1024,4,16,128,16,128,Qwen/Qwen3.5-0.8B,0.006960000097751618
SGLang,0.5.10,NVIDIA L40S,gdn,causal_conv1d_update,generation,16,1,16,1024,4,16,128,16,128,Qwen/Qwen3.5-0.8B,0.006384000182151794
SGLang,0.5.10,NVIDIA L40S,gdn,fused_recurrent_gated_delta_rule,generation,8,1,8,2048,4,16,128,16,128,Qwen/Qwen3.5-2B,0.0069472000002861025
SGLang,0.5.10,NVIDIA L40S,gdn,fused_recurrent_gated_delta_rule,generation,8,1,8,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.010630399733781815
SGLang,0.5.10,NVIDIA L40S,gdn,fused_recurrent_gated_delta_rule,generation,8,1,8,2560,4,16,128,32,128,Qwen/Qwen3.5-4B,0.01061440035700798
SGLang,0.5.10,NVIDIA L40S,gdn,causal_conv1d_update,generation,16,1,16,2048,4,16,128,16,128,Qwen/Qwen3.5-2B,0.006639999896287918
SGLang,0.5.10,NVIDIA L40S,gdn,causal_conv1d_update,generation,16,1,16,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.006550399959087372
SGLang,0.5.10,NVIDIA L40S,gdn,causal_conv1d_update,generation,16,1,16,2560,4,16,128,32,128,Qwen/Qwen3.5-4B,0.006550399959087372
SGLang,0.5.10,NVIDIA L40S,gdn,fused_recurrent_gated_delta_rule,generation,16,1,16,1024,4,16,128,16,128,Qwen/Qwen3.5-0.8B,0.01064639985561371
SGLang,0.5.10,NVIDIA L40S,gdn,fused_recurrent_gated_delta_rule,generation,16,1,16,2048,4,16,128,16,128,Qwen/Qwen3.5-2B,0.010620799660682679
SGLang,0.5.10,NVIDIA L40S,gdn,fused_recurrent_gated_delta_rule,generation,16,1,16,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.017455999553203583
SGLang,0.5.10,NVIDIA L40S,gdn,fused_recurrent_gated_delta_rule,generation,16,1,16,2560,4,16,128,32,128,Qwen/Qwen3.5-4B,0.017423999309539796
SGLang,0.5.10,NVIDIA L40S,gdn,causal_conv1d_update,generation,32,1,32,2048,4,16,128,16,128,Qwen/Qwen3.5-2B,0.006547199934720993
SGLang,0.5.10,NVIDIA L40S,gdn,causal_conv1d_update,generation,32,1,32,1024,4,16,128,16,128,Qwen/Qwen3.5-0.8B,0.0074143998324871065
SGLang,0.5.10,NVIDIA L40S,gdn,causal_conv1d_update,generation,32,1,32,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.006492800265550614
SGLang,0.5.10,NVIDIA L40S,gdn,causal_conv1d_update,generation,32,1,32,2560,4,16,128,32,128,Qwen/Qwen3.5-4B,0.0065600000321865085
SGLang,0.5.10,NVIDIA L40S,gdn,fused_recurrent_gated_delta_rule,generation,32,1,32,2048,4,16,128,16,128,Qwen/Qwen3.5-2B,0.017420800030231477
SGLang,0.5.10,NVIDIA L40S,gdn,fused_recurrent_gated_delta_rule,generation,32,1,32,1024,4,16,128,16,128,Qwen/Qwen3.5-0.8B,0.01749120056629181
SGLang,0.5.10,NVIDIA L40S,gdn,fused_recurrent_gated_delta_rule,generation,32,1,32,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.06125440001487732
SGLang,0.5.10,NVIDIA L40S,gdn,causal_conv1d_update,generation,64,1,64,2048,4,16,128,16,128,Qwen/Qwen3.5-2B,0.006508799642324448
SGLang,0.5.10,NVIDIA L40S,gdn,fused_recurrent_gated_delta_rule,generation,32,1,32,2560,4,16,128,32,128,Qwen/Qwen3.5-4B,0.06119359731674194
SGLang,0.5.10,NVIDIA L40S,gdn,causal_conv1d_update,generation,64,1,64,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.007177600264549255
SGLang,0.5.10,NVIDIA L40S,gdn,causal_conv1d_update,generation,64,1,64,2560,4,16,128,32,128,Qwen/Qwen3.5-4B,0.006505600363016129
SGLang,0.5.10,NVIDIA L40S,gdn,causal_conv1d_update,generation,64,1,64,1024,4,16,128,16,128,Qwen/Qwen3.5-0.8B,0.007049600034952164
